token_ort,token_ipa
leflore,ɫɛfɫɝ
lefort,ɫɛfɝt
lefrak,ɫɛfɹæk
lefrancois,ɫɛfɹənkwɑ
lefrere,ɫəˈfɹɛɹ
left,ɫɛft
left-brace,ˌɫɛftˈbɹeɪs
left-hand,ˌɫɛftˈhænd
left-handed,ˌɫɛftˈhændɪd
left-winger,ˌɫɛftˈwɪŋɝ
left-wingers,ˌɫɛftˈwɪŋɝz
left's,ɫɛfts
lefthand,ˌɫɛftˈhænd
lefthanded,ˌɫɛftˈhændɪd
lefties,ɫɛftiz
leftism,ɫɛfˌtɪzəm
leftist,ɫɛftɪst
leftists,ɫɛftɪsts
lefton,ɫɛftən
leftover,ɫɛfˌtoʊvɝ
leftovers,ɫɛfˌtoʊvɝz
leftridge,ɫɛfˌtɹɪdʒ
leftward,ɫɛftwɝd
leftwich,ɫɛftwɪk
leftwing,ɫɛftˌwɪŋ
leftwinger,ɫɛftˌwɪŋɝ
leftwingers,ɫɛftˌwɪŋɝz
lefty,ɫɛfti
leg,ɫɛɡ
leg's,ɫɛɡz
legacies,ɫɛɡəsiz
legacy,ɫɛɡəsi
legal,ɫiɡəɫ
legalese,ɫɛɡəˌɫis
legalism,ɫiɡəˌɫɪzəm
legalistic,ˌɫɛɡəˈɫɪstɪk
legalities,ɫiˈɡæɫɪtiz
legalities,ɫɪˈɡæɫɪtiz
legality,ɫiˈɡæɫəti
legalization,ˌɫiɡəɫəˈzeɪʃən
legalize,ɫiɡəˌɫaɪz
legalized,ɫiɡəˌɫaɪzd
legalizing,ɫiɡəˌɫaɪzɪŋ
legally,ɫiɡəɫi
legals,ɫiɡəɫz
legan,ɫɛɡən
legare,ɫɛˈɡɑɹi
legaspi,ɫɛˈɡɑspi
legate,ɫɛɡət
legates,ɫɛɡəts
legato,ɫəˈɡɑˌtoʊ
legault,ɫɪˈɡoʊ
lege,ɫidʒ
legend,ɫɛdʒənd
legendary,ɫɛdʒənˌdɛɹi
legendre,ɫɛɡɪndɹeɪ
legends,ɫɛdʒəndz
legent,ɫɛdʒənt
legent's,ɫɛdʒənts
leger,ɫɛdʒɝ
legerdemain,ˌɫɛdʒɝdəˈmeɪn
legere,ɫɛɡɝ
leget,ɫɛɡɪt
legette,ɫɪˈʒɛt
legg,ɫɛɡ
legge,ɫɛɡ
legged,ɫɛɡd
legged,ɫɛɡəd
leggett,ɫɛɡɪt
leggette,ɫɛˈɡɛt
legging,ɫɛɡɪŋ
leggings,ɫɛɡɪŋz
leggio,ɫɛdʒioʊ
leggitt,ɫɛɡɪt
leggy,ɫɛɡi
leghorn,ɫɛɡhɔɹn
leghorns,ɫɛɡhɔɹnz
legibility,ˌɫɛdʒəˈbɪɫəti
legible,ɫɛdʒəbəɫ
legion,ɫidʒən
legionaries,ɫidʒəˌnɛɹiz
legionnaire,ɫidʒəˌnɛɹ
legionnaire's,ɫidʒəˌnɛɹz
legionnaires,ɫidʒəˌnɛɹz
legions,ɫidʒənz
legislate,ɫɛdʒɪˌsɫeɪt
legislated,ɫɛdʒəˌsɫeɪtəd
legislates,ɫɛdʒɪˌsɫeɪts
legislating,ɫɛdʒɪˌsɫeɪtɪŋ
legislation,ˌɫɛdʒəˈsɫeɪʃən
legislation's,ˌɫɛdʒəˈsɫeɪʃənz
legislative,ɫɛdʒəˌsɫeɪtɪv
legislatively,ɫɛdʒɪˌsɫeɪtɪvɫi
legislator,ɫɛdʒəˌsɫeɪtɝ
legislators,ɫɛdʒəˌsɫeɪtɝz
legislators',ɫɛdʒɪˌsɫeɪtɝz
legislature,ɫɛdʒəˌsɫeɪtʃɝ
legislature's,ɫɛdʒəˌsɫeɪtʃɝz
legislatures,ɫɛdʒɪˌsɫeɪtʃɝz
legit,ɫɛdʒɪt
legit,ɫəˈdʒɪt
legitimacy,ɫəˈdʒɪtəməsi
legitimacy,ɫɪˈdʒɪtəməsi
legitimate,ɫəˈdʒɪtəmət
legitimately,ɫəˈdʒɪtəmətɫi
legitimize,ɫəˈdʒɪtəˌmaɪz
legitimize,ɫɪˈdʒɪtəˌmaɪz
legitimized,ɫɪˈdʒɪtəˌmaɪzd
legitimizes,ɫɪˈdʒɪtəˌmaɪzɪz
legitimizing,ɫɪˈdʒɪtəˌmaɪzɪŋ
legler,ɫɛɡɫɝ
legless,ɫɛɡɫəs
legner,ɫɛɡnɝ
lego,ɫɛɡoʊ
legore,ɫɛˌɡɔɹ
legrand,ɫɛɡɹænd
legrande,ɫɛɡɹænd
legree,ɫɪˈɡɹi
legroom,ɫəˈɡɹum
legros,ɫɛɡɹoʊz
legs,ɫɛɡz
legume,ɫɛɡˌjum
legumes,ɫɛɡˌjumz
legwork,ɫɛˌɡwɝk
leh,ɫɛ
lehan,ɫihæn
lehane,ɫəˈheɪn
lehder,ɫɛdɝ
lehder's,ɫɛdɝz
lehenbauer,ɫeɪənbaʊɝ
lehew,ɫeɪhju
lehigh,ɫiˌhaɪ
lehl,ɫɛɫ
lehman,ɫimən
lehman's,ɫimənz
lehmann,ɫeɪmən
lehmer,ɫɛmɝ
lehmkuhl,ɫɛmkəɫ
lehn,ɫɛn
lehne,ɫɛn
lehnen,ɫɛnən
lehner,ɫɛnɝ
lehnert,ɫɛnɝt
lehnhoff,ɫɛnhɔf
lehr,ɫɛɹ
lehrer,ɫɛɹɝ
lehrke,ɫɛɹk
lehrman,ɫɛɹmən
lehrmann,ɫɛɹmən
lehtinen,ɫɛtɪnən
lehtonen,ɫɪˈtɑnən
lei,ɫeɪ
leia,ɫiɑ
leib,ɫib
leibel,ɫaɪbəɫ
leibensperger,ɫaɪbɪnspɝɡɝ
leiber,ɫibɝ
leibert,ɫaɪbɝt
leibfried,ɫaɪbfɝid
leibler,ɫibɫɝ
leibman,ɫibmən
leibniz,ɫibnɪz
leibold,ɫaɪˌboʊɫd
leibovit,ɫibəvɪt
leibovitz,ɫibəvɪts
leibowitz,ɫiboʊɪts
leibrand,ɫaɪˌbɹænd
leibrand,ɫiˌbɹænd
leibrand's,ɫaɪˌbɹændz
leibrand's,ɫiˌbɹændz
leibrock,ɫaɪbɹək
leiby,ɫibi
leicester,ɫɛstɝ
leichliter,ɫaɪkɫitɝ
leichner,ɫaɪknɝ
leicht,ɫaɪkt
leichter,ɫaɪktɝ
leichtman,ɫaɪktmən
leichty,ɫaɪkti
leick,ɫik
leider,ɫaɪdɝ
leiderman,ɫaɪdɝmən
leiderman's,ɫaɪdɝmənz
leidig,ɫaɪdɪɡ
leidner,ɫaɪdnɝ
leidy,ɫidi
leier,ɫaɪɝ
leif,ɫif
leifer,ɫaɪfɝ
leifeste,ɫaɪfɪst
leifheit,ɫaɪfhaɪt
leigh,ɫi
leight,ɫeɪt
leighton,ɫeɪtən
leighty,ɫeɪti
leija,ɫijə
leikam,ɫaɪkəm
leiken,ɫaɪkən
leiker,ɫaɪkɝ
leila,ɫiɫə
leilani,ɫəˈɫɑni
leilia,ɫiɫiə
leiman,ɫaɪmən
leimbach,ɫaɪmˌbɑk
leimer,ɫaɪmɝ
leimert,ɫaɪmɝt
leimert,ɫimɝt
lein,ɫin
leinart,ɫaɪnɑɹt
leinbach,ɫaɪnˌbɑk
leinberger,ɫaɪnbɝɡɝ
leindecker,ɫaɪndɪkɝ
leinen,ɫaɪnən
leiner,ɫaɪnɝ
leingang,ɫaɪŋɡəŋ
leininger,ɫaɪnɪŋɝ
leino,ɫeɪˈinoʊ
leinonen,ɫaɪnənən
leins,ɫinz
leinsdorf,ɫaɪnzˌdɔɹf
leinweber,ɫaɪnwɪbɝ
leiper,ɫipɝ
leiphart,ɫaɪphɑɹt
leipold,ɫaɪpoʊɫd
leipzig,ɫaɪpsɪɡ
leis,ɫeɪz
leischner,ɫaɪʃnɝ
leise,ɫis
leisenring,ɫaɪsɪnɹɪŋ
leiser,ɫaɪsɝ
leisey,ɫisi
leishman,ɫiʃmən
leising,ɫaɪsɪŋ
leisinger,ɫaɪsɪndʒɝ
leisner,ɫaɪsnɝ
leiss,ɫaɪs
leist,ɫiɪst
leister,ɫistɝ
leistikow,ɫaɪˈstɪkoʊ
leistner,ɫaɪstnɝ
leisure,ɫɛʒɝ
leisure,ɫiʒɝ
leisurely,ɫizɝɫi
leisy,ɫisi
leitch,ɫitʃ
leite,ɫit
leiter,ɫaɪtɝ
leiterman,ɫaɪtɝmən
leith,ɫiθ
leitha,ɫiðə
leithia,ɫiðiə
leitman,ɫaɪtmən
leitmotif,ɫaɪtmoʊˌtif
leitner,ɫaɪtnɝ
leitz,ɫits
leitzel,ɫaɪtzəɫ
leitzke,ɫaɪtski
leiva,ɫivə
leja,ɫeɪjə
lejeune,ɫɛjɔɪn
lek,ɫɛk
lekachman,ɫɛˌkɑkmən
lekas,ɫikəz
lekberg,ɫɛkbɝɡ
lela,ɫiɫə
lelah,ɫɛɫə
leland,ɫiɫənd
leleux,ɫɪˈɫoʊ
lelia,ɫiɫjə
lellouche,ɫɛˈɫuʃ
lem,ɫɛm
lema,ɫimə
lemaire,ɫəˈmɛɹ
lemaitre,ɫɪˈmeɪtɝ
lemaitre,ɫɪˈmeɪtɹə
leman,ɫimən
lemans,ɫɛmənz
lemanski,ɫɪˈmænski
lemar,ɫɛˈmɑɹ
lemarr,ɫɛˈmɑɹ
lemaster,ɫimæstɝ
lemasters,ɫəˈmæstɝz
lemay,ɫɛmeɪ
lembcke,ɫɛmbki
lemberg,ɫɛmbɝɡ
lemberger,ɫɛmbɝɡɝ
lembke,ɫɛmbk
lembo,ɫɛmboʊ
lemburg,ɫɛmbɝɡ
lemcke,ɫɛmki
lemelin,ɫɛmɪɫɪn
lemelle,ɫɪˈmɛɫ
lemen,ɫimɛn
lemercier,ɫəˈmɝsiɝ
lemercier's,ɫəˈmɝsiɝz
lemere,ɫɛmɝ
lemery,ɫɛmɝi
lemieux,ɫəmˈju
leming,ɫɛmɪŋ
leming,ɫimɪŋ
lemire,ɫeɪˈmɪɹeɪ
lemke,ɫɛmki
lemler,ɫɛmɫɝ
lemley,ɫɛmɫi
lemm,ɫɛm
lemma,ɫɛmə
lemme,ɫɛmə
lemmen,ɫɛmɛn
lemmer,ɫɛmɝ
lemmerman,ɫɛmɝmən
lemmie,ɫɛmi
lemming,ɫɛmɪŋ
lemmings,ɫɛmɪŋz
lemmo,ɫɛmoʊ
lemmon,ɫɛmən
lemmond,ɫɛmənd
lemmons,ɫɛmənz
lemoine,ɫɪˈmɔɪn
lemon,ɫɛmən
lemonade,ɫɛməˈneɪd
lemond,ɫɛmənd
lemonds,ɫɛməndz
lemons,ɫɛmənz
lemont,ɫəˈmɑnt
lemos,ɫimoʊz
lemp,ɫɛmp
lempert,ɫɛmpɝt
lempke,ɫɛmpk
lemuela,ɫɛˈmuɫə
lemur,ɫimɝ
lemurs,ɫimɝz
lemus,ɫiməs
lemzo,ɫɛmzoʊ
len,ɫɛn
lena,ɫinə
lena's,ɫinəz
lenahan,ɫɛnəhæn
lenard,ɫɛnɝd
lenart,ɫɛnɝt
lenarz,ɫeɪnɑɹz
lencioni,ɫɛnˈtʃoʊni
lend,ɫɛnd
lender,ɫɛndɝ
lender's,ɫɛndɝz
lenderman,ɫɛndɝmən
lenders,ɫɛndɝz
lenders',ɫɛndɝz
lending,ɫɛndɪŋ
lendings,ɫɛndɪŋz
lendl,ɫɛndəɫ
lends,ɫɛndz
lene,ɫin
lenehan,ɫɛnɪhæn
leneta,ɫɛˈnɛtə
lenexa,ɫɛˈnɛksə
leng,ɫɛŋ
lengacher,ɫɛŋɡəkɝ
lengel,ɫɛŋɡəɫ
lenger,ɫɛŋɝ
lengle,ɫɪŋəɫ
length,ɫɛŋkθ
length,ɫɛŋθ
lengthen,ɫɛŋkθən
lengthen,ɫɛŋθən
lengthened,ɫɛŋkθənd
lengthened,ɫɛŋθənd
lengthening,ɫɛŋkθənɪŋ
lengthening,ɫɛŋθənɪŋ
lengthens,ɫɛŋkθənz
lengthens,ɫɛŋθənz
lengths,ɫɛŋkθs
lengths,ɫɛŋθs
lengthways,ɫɛŋθˌweɪz
lengthwise,ɫɛŋθˌwaɪz
lengthy,ɫɛŋθi
lengyel,ɫɛŋˌjɛɫ
lenhard,ɫɛnɝd
lenhardt,ɫɛnˌhɑɹt
lenhart,ɫɛnˌhɑɹt
lenhoff,ɫɛnˌhɔf
leniency,ɫinjənsi
lenient,ɫiniənt
lenient,ɫinjənt
leniently,ɫinjəntɫi
lenig,ɫɛnɪɡ
lenihan,ɫɛnɪhæn
lenin,ɫɛnən
lenin,ɫɛnɪn
lenin's,ɫɛnɪnz
leningrad,ɫɛnənˌɡɹæd
leningrad,ɫɛnɪnˌɡɹæd
lenington,ɫɛnɪŋtən
leninism,ɫɛnɪˌnɪzəm
leninist,ɫɛnɪnɪst
lenis,ɫinəs
lenita,ɫɛˈnitə
lenius,ɫiniɪs
lenk,ɫɛŋk
lenke,ɫɛŋki
lenker,ɫɛŋkɝ
lennane,ɫiˌnæn
lennane,ɫɛˈneɪn
lennar,ɫɛnɝ
lennard,ɫɛnɝd
lennartz,ɫɛnɑɹts
lennie,ɫɛni
lennig,ɫɛnɪɡ
lenning,ɫɛnɪŋ
lennon,ɫɛnən
lennon's,ɫɛnənz
lennox,ɫɛnəks
lenny,ɫɛni
leno,ɫɛnoʊ
leno,ɫinoʊ
leno's,ɫɛnoʊz
leno's,ɫinoʊz
lenon,ɫɛnən
lenora,ɫɛnɝə
lenore,ɫəˈnɔɹ
lenos,ɫinoʊz
lenox,ɫɛnəks
lens,ɫɛnz
lenscrafter,ɫɛnzˌkɹæftɝ
lenscrafters,ɫɛnzˌkɹæftɝz
lenses,ɫɛnzəz
lenses,ɫɛnzɪz
lensing,ɫɛnsɪŋ
lent,ɫɛnt
lentil,ɫɛntəɫ
lentils,ɫɛntəɫz
lentinan,ɫɛntɪnən
lentine,ɫɛnˈtini
lentini,ɫɛnˈtini
lentner,ɫɛntnɝ
lento,ɫɛntoʊ
lenton,ɫɛntən
lents,ɫɛnts
lentsch,ɫɛntʃ
lentz,ɫɛnts
lentzsch,ɫɛnts
leny,ɫɛni
lenz,ɫɛnz
lenz's,ɫɛnzɪz
lenzen,ɫɛnzən
lenzi,ɫɛnzi
lenzini,ɫɛnˈzini
lenzo,ɫɛnzoʊ
leo,ɫioʊ
leo's,ɫioʊz
leoda,ɫɛdə
leoine,ɫɪˈɔɪn
leola,ɫɛɫə
leoma,ɫɪˈoʊmə
leominster,ɫioʊˌmɪnstɝ
leon,ɫiɑn
leon's,ɫiɑnz
leona,ɫioʊnə
leonara,ɫɛˈnɑɹə
leonard,ɫɛnɝd
leonard's,ɫɛnɝdz
leonarda,ɫɛˈnɑɹdə
leonardi,ɫɛˈnɑɹdi
leonardis,ɫɛnɑɹdɪs
leonardo,ˌɫiəˈnɑɹdoʊ
leone,ɫiˈoʊn
leonel,ɫioʊnəɫ
leonelle,ɫɛˈnɛɫ
leonelli,ɫɛˈnɛɫi
leonerd,ɫiənɝd
leones,ɫiˈoʊnz
leonetti,ɫɛˈnɛti
leong,ɫɛŋ
leonhard,ɫiənhɑɹt
leonhardt,ɫɛnhɑɹt
leonhart,ɫɛnhɑɹt
leoni,ɫɛˈoʊni
leoni,ɫiˈoʊni
leonid,ɫiənɪd
leonidas,ɫiˈɔnɪdəz
leonie,ɫɛni
leonora,ˌɫiəˈnɔɹə
leonore,ɫiənɔɹ
leontine,ɫiɑnˈtaɪn
leontine,ɫɛnˈtini
leontyne,ɫiɑntaɪn
leopard,ɫɛpɝd
leopards,ɫɛpɝdz
leopold,ɫiəˌpoʊɫd
leopoldina,ɫɛpoʊɫˈdinə
leopoldine,ɫɛpoʊɫˈdini
leopoldo,ˌɫiəˈpoʊɫdoʊ
leora,ɫɛɹə
leos,ɫioʊz
leota,ɫɛtə
leotard,ɫiəˌtɑɹd
lep,ɫɛp
lepage,ɫɛpɪdʒ
lepak,ɫɛpək
lepard,ɫɛpɝd
lepe,ɫip
leper,ɫɛpɝ
lepera,ɫɛˈpɛɹə
lepere,ɫeɪˈpɛɹeɪ
lepers,ɫɛpɝz
lepine,ɫɛˈpini
lepisto,ɫɛˈpistoʊ
lepkowski,ɫɪpˈkɔfski
lepley,ɫɛpɫi
lepore,ɫɛˈpɔɹi
lepp,ɫɛp
leppanen,ɫɛpənən
leppard,ɫɛpɝd
leppek,ɫɛpɪk
lepper,ɫɛpɝ
leppert,ɫɛpɝt
leppla,ɫɛpɫə
leppo,ɫɛpoʊ
lepre,ɫɛpɝ
leprechaun,ɫɛpɝkaʊn
leprechauns,ɫɛpɝˌkɔnz
leprosy,ɫɛpɹəsi
leptin,ɫɛptɪn
leptonic,ɫɛpˈtɑnɪk
lequire,ɫeɪˈkwɪɹeɪ
lerach,ɫɛɹək
lerch,ɫɝk
lerche,ɫɝtʃ
lereah,ˌɫɛˈɹeɪə
lerette,ɫɝˈɛt
lerew,ɫɛɹu
lerhman,ɫɝmən
lerma,ɫɝmə
lerman,ɫɛɹmən
lerner,ɫɝnɝ
lerner's,ɫɝnɝz
leroux,ɫɝˈu
leroy,ɫiˌɹɔɪ
lerro,ɫɛɹoʊ
lersch,ɫɝʃ
lerum,ɫɛɹəm
les,ɫeɪ
les,ɫɛs
lesa,ɫisə
lesabre,ɫəˈseɪbɝ
lesabres,ɫɛsəbɹəs
lesage,ɫɛsɪdʒ
lesane,ɫeɪˈsɑneɪ
lesbian,ɫɛzbiən
lesbianism,ɫɛzbiənɪzm
lesbians,ɫɛzbiənz
lescaze,ɫəˈskeɪz
lesch,ɫɛʃ
leschly,ɫɛʃɫi
leser,ɫɛsɝ
lesesne,ɫɛsɪn
lesh,ɫɛʃ
lesharo,ɫɛˈʃɑɹoʊ
lesher,ɫɛʃɝ
lesi,ɫɛsi
lesiak,ɫɛsiæk
lesieur,ɫɛsiɝ
lesinski,ɫɪˈsɪnski
lesion,ɫiʒən
lesions,ɫiʒənz
leske,ɫɛsk
lesko,ɫɛskoʊ
lesley,ɫɛsɫi
leslie,ɫɛsɫi
lesmeister,ɫɛsˌmaɪstɝ
lesner,ɫɛsnɝ
lesniak,ɫɛsniæk
lesnick,ɫɛsnɪk
lesniewski,ɫɛsˈnɛfski
lesniewski,ɫɛsˈnuski
lesotho,ɫɛˈsoʊθoʊ
lesperance,ɫɛspɝˈɑns
lespinasse,ɫɛspɪnæs
less,ɫɛs
lessard,ɫɛsɝd
lessee,ɫɛˈsi
lessees,ɫɛˈsiz
lessen,ɫɛsən
lessened,ɫɛsənd
lessening,ɫɛsənɪŋ
lessens,ɫɛsənz
lesser,ɫɛsɝ
lessig,ɫɛsɪɡ
lessin,ɫɛsɪn
lessing,ɫɛsɪŋ
lessley,ɫɛsɫi
lessman,ɫɛsmən
lessnau,ɫɛsˌnaʊ
lessnau,ɫɛsˌnoʊ
lessner,ɫɛsnɝ
lessness,ɫɛsnəs
lesson,ɫɛsən
lessons,ɫɛsənz
lessor,ɫɛsɝ
lessors,ɫɛsɝz
lest,ɫɛst
lestat,ɫɛsˌtæt
lester,ɫɛstɝ
lestrange,ɫɛˈstɹeɪndʒ
lesuer,ɫɛˈsuɝ
lesueur,ɫɛˈsuɝ
lesure,ɫɛˈʃʊɹ
leszczynski,ɫɛˈʃɪnski
leszek,ɫɛsɛk
let,ɫɛt
let-up,ɫɛˌtəp
let's,ɫɛts
leta,ɫɛtə
letarte,ɫɛtɑɹt
letcher,ɫɛtʃɝ
letchworth,ɫɛtʃwɝθ
letdown,ɫɛtˌdaʊn
letellier,ɫɛtəɫiɝ
letendre,ɫəˈtɑndɹə
leth,ɫɛθ
letha,ɫɛθə
lethal,ɫiθəɫ
lethality,ɫiˈθæɫəti
lethargic,ɫəˈθɑɹdʒɪk
lethargy,ɫɛθɝdʒi
lethco,ɫɛθkoʊ
lethia,ɫɛθiə
leticia,ɫəˈtɪʃə
letitia,ɫɪˈtɪʃiə
letizia,ɫɛˈtiziə
letner,ɫɛtnɝ
leto,ɫitoʊ
letourneau,ɫɛtʊɹnoʊ
lets,ɫɛts
letsch,ɫɛtʃ
letsinger,ɫɛtsɪndʒɝ
letson,ɫɛtsən
lett,ɫɛt
lettau,ɫɪˈtoʊ
letter,ɫɛtɝ
lettered,ɫɛtɝd
letterhead,ɫɛtɝˌhɛd
lettering,ɫɛtɝɪŋ
letterman,ɫɛtɝmən
letterman's,ɫɛtɝmənz
letterpress,ɫɛtɝˌpɹɛs
letters,ɫɛtɝz
lettice,ɫɛtɪs
lettie,ɫɛti
lettiere,ɫɛtiɛɹ
lettieri,ɫɛˈtɪɹi
letting,ɫɛtɪŋ
lettish,ɫɛtɪʃ
letts,ɫɛts
lettuce,ɫɛtəs
letty,ɫɛti
letup,ɫɛˌtəp
letz,ɫɛts
leu,ɫu
leu's,ɫuz
leubert,ɫubɝt
leucadia,ɫuˈkeɪdiə
leucadia's,ɫuˈkeɪdiəz
leuck,ɫuk
leuenberger,ɫuənbɝɡɝ
leuffer,ɫufɝ
leugers,ɫɔɪɡɝz
leukemia,ɫuˈkimiə
leukocyte,ɫukəˌsaɪt
leumi,ɫumi
leung,ɫuŋ
leupold,ɫɔɪpoʊɫd
leuschner,ɫɔɪʃnɝ
leuthold,ɫɔɪθoʊɫd
leutwiler,ɫutˌwaɪɫɝ
leuzzi,ɫuzi
lev,ɫɛv
leva,ɫɛvə
leval,ɫəˈvɑɫ
levalley,ɫɛvəɫi
levamisole,ɫəˈvæmɪˌsoʊɫ
levan,ɫɛvən
levana,ɫɪˈvænə
levander,ɫɛvəndɝ
levandoski,ɫɪvənˈdaʊski
levandowski,ɫɪvənˈdɔfski
levangie,ɫɛvəŋi
levant,ɫəˈvænt
levario,ɫeɪˈvɑɹioʊ
levasseur,ɫɛvəsɝ
levay,ɫɛveɪ
levchenko,ˌɫɛvˈtʃɛŋkoʊ
leve,ɫiv
leveck,ɫɛvɪk
levee,ɫɛvi
levees,ɫɛviz
leveille,ɫɛvaɪɫ
level,ɫɛvəɫ
level's,ɫɛvəɫz
leveled,ɫɛvəɫd
leveler's,ɫɛvəɫɝz
leveler's,ɫɛvɫɝz
levelers,ɫɛvəɫɝz
levelers,ɫɛvɫɝz
leveling,ɫɛvəɫɪŋ
leveling,ɫɛvɫɪŋ
levell,ɫeɪˈveɪɫ
levelled,ɫɛvəɫd
levels,ɫɛvəɫz
leven,ɫivən
levenberg,ɫivənbɝɡ
levendusky,ɫɪvɪnˈdəski
levene,ɫɛvin
levengood,ɫɛvɪnɡʊd
levenhagen,ɫɛvɪnhəɡən
levens,ɫivənz
levenson,ɫɛvɪnsən
levenstein,ɫivənstaɪn
levenstein,ɫivənstin
leventhal,ɫɛvənˌθɔɫ
leveque,ɫəˈvik
lever,ɫɛvɝ
lever,ɫivɝ
leverage,ɫɛvɝɪdʒ
leverage,ɫɛvɹədʒ
leverage,ɫivɝɪdʒ
leveraged,ɫɛvɝɪdʒd
leveraged,ɫɛvɹɪdʒd
leveraged,ɫivɝɪdʒd
leveraging,ɫɛvɝɪdʒɪŋ
leveraging,ɫɛvɹɪdʒɪŋ
leverenz,ɫɛvɝɪns
leverett,ɫɛvɝɛt
leverette,ɫɛvɝɛt
leverich,ɫɛvɝɪk
levering,ɫɛvɝɪŋ
leverone,ɫɛvɝˈoʊni
levers,ɫɛvɝz
leverson,ɫɛvɝsən
levert,ɫɛvɝt
leverton,ɫɪˈvɝtən
levesque,ɫɪˈvɛsk
levett,ɫɛvɪt
levey,ɫɪˈveɪ
levi,ɫivaɪ
levi's,ɫivaɪz
leviathan,ɫəˈvaɪəθən
levick,ɫɛvɪk
levie,ɫivi
levied,ɫɛvid
levien,ɫɛviən
levies,ɫɛviz
levin,ɫɛvɪn
levin,ɫəˈvɪn
levin's,ɫɛvɪnz
levin's,ɫəˈvɪnz
levina,ɫɛˈvinə
levine,ɫəˈvin
levine's,ɫəˈvinz
leviner,ɫɛvɪnɝ
levings,ɫɛvɪŋz
levingston,ɫɪvɪŋstən
levins,ɫɛvɪnz
levinsky,ɫɪˈvɪnski
levinsky's,ɫɪˈvɪnskiz
levinson,ɫɛvɪnsən
levinson's,ɫɛvɪnsənz
levinstone,ɫɛvɪnˌstoʊn
levis,ɫɛvɪs
levis,ɫiˌvaɪz
levison,ɫɛvɪsən
levit,ɫɛvɪt
levitan,ɫɛvɪtən
levitate,ɫɛvɪˌteɪt
levitated,ɫɛvɪˌteɪtɪd
levitating,ɫɛvəˌteɪtɪŋ
levitation,ˌɫɛvɪˈteɪʃən
levitch,ɫɛvɪtʃ
levitican,ɫəˈvɪtəkən
leviticus,ɫəˈvɪtəkəs
leviton,ɫɪˈvɪtən
levitsky,ɫɪˈvɪtski
levitt,ɫɛvɪt
levitt's,ɫɛvɪts
levitte,ɫɛvɪt
levitte's,ɫɛvɪts
levittown,ɫɛvɪˌtaʊn
levittown's,ɫɛvɪˌtaʊnz
levity,ɫɛvɪti
levitz,ɫɛvɪts
levy,ɫɛvi
levy,ɫivi
levy's,ɫɛviz
levy's,ɫiviz
levying,ɫɛviɪŋ
lew,ɫu
lewallen,ɫuˈɔɫən
lewan,ɫuən
lewanda,ɫəˈwɑndə
lewandoski,ɫuənˈdaʊski
lewandowski,ɫuənˈdɔfski
lewanna,ɫuɪnə
lewd,ɫud
lewellen,ˌɫuˈɛɫən
lewelling,ˌɫuˈɛɫɪŋ
lewellyn,ˌɫuˈɛɫɪn
lewensky,ˌɫuˈɛnski
lewensky's,ˌɫuˈɛnskiz
lewers,ɫuɝz
lewey,ɫui
lewi,ɫui
lewicki,ɫuˈɪtski
lewin,ɫuɪn
lewing,ɫuɪŋ
lewins,ɫuɪnz
lewinski,ɫəˈwɪnski
lewinski,ɫuˈɪnski
lewinsky,ɫəˈwɪnski
lewinsky,ɫuˈɪnski
lewinsky's,ɫəˈwɪnskiz
lewinsky's,ɫuˈɪnskiz
lewinsohn,ɫuɪnsən
lewinton,ɫuɪntən
lewis,ɫuɪs
lewis',ɫuɪs
lewis's,ɫuɪsɪz
lewisburg,ɫuɪsbɝɡ
lewiston,ɫuəstən
lewke,ɫuki
lewkowicz,ɫukəvɪtʃ
lewman,ɫumən
lewter,ɫutɝ
lewton,ɫutən
lewy,ɫui
lex,ɫɛks
lexical,ɫɛksɪkəɫ
lexicographer,ˌɫɛksɪˈkɑɡɹəfɝ
lexicographers,ˌɫɛksɪˈkɑɡɹəfɝz
lexicon,ɫɛksɪˌkɑn
lexicons,ɫɛksɪˌkɑnz
lexie,ɫɛksi
lexine,ɫɛksaɪn
lexington,ɫɛksɪŋtən
lexiphonic,ɫɛksəˈfɔnək
lexis,ɫɛksɪs
lexmark,ɫɛksˌmɑɹk
lexus,ɫɛksəs
lexus's,ɫɛksəsɪz
ley,ɫeɪ
leya,ɫeɪə
leyba,ɫeɪbə
leyda,ɫeɪdə
leyden,ɫaɪdən
leyendecker,ɫaɪndɪkɝ
leyh,ɫeɪ
leyland,ɫeɪɫənd
leyrer,ɫeɪɹɝ
leys,ɫeɪz
leysen,ɫeɪsən
leysen's,ɫeɪsənz
leyva,ɫeɪvə
lezotte,ɫɪˈzɔt
lhasa,ɫɑsə
lheureux,ɫɝˈoʊ
lhommedieu,ˌɫoʊmɛdˈju
li,ɫi
li-kang,ɫiˈkæŋ
li's,ɫiz
lia,ɫiə
lia's,ɫiəz
liabilities,ˌɫaɪəˈbɪɫətiz
liabilities,ˌɫaɪəˈbɪɫɪtiz
liability,ˌɫaɪəˈbɪɫɪti
liable,ɫaɪəbəɫ
liacos,ɫaɪˈɑkoʊs
liaison,ɫeɪˌzɑn
liaison,ɫiˈeɪˌzɑn
liaisons,ɫiˈeɪˌsɑnz
liam,ɫiəm
liam's,ɫiəmz
liamine,ˌɫiəˈmi
lian,ɫjɑn
lian's,ɫjɑnz
liana,ɫiˈɑnə
