aah	ɑ
lugger	ˈlʌ.gəɹ
luggie	ˈlʌ.gi
luggie	ˈlʊ.gi
luggie	ˈlu.gi
lug	lʌg
Lug	lʊx
Lugosi	lʊ.ˈgoʊ.si
lugsail	ˈlʌg.ˌseɪl
lugsail	ˈlʌg.səl
lugubrious	lʊ.ˈgu.bɹi.əs
lugubrious	lʊ.ˈgyu.bɹi.əs
lugworm	ˈlʌg.ˌwɜɹm
Lu	lu
Lukas	ˈlu.kəs
Luke	luk
lukewarm	ˈluk.ˈwɔɹm
lullaby	ˈlʌ.lə.ˌbaɪ
lull	lʌl
lulu	ˈlu.lu
lumbago	lʌm.ˈbeɪ.goʊ
lumbar	ˈlʌm.bəɹ
lumbar	ˈlʌm.bɑɹ
lumber	ˈlʌm.bəɹ
lumbering	ˈlʌm.bə.ɹɪŋ
lumberjack	ˈlʌm.bəɹ.ˌdʒæk
lumberman	ˈlʌm.bəɹ.mən
lumberyard	ˈlʌm.bəɹ.ˌy.ɑɹd
lumbosacral	ˌlʌm.boʊ.ˈseɪ.kɹəl
lumbosacral	ˌlʌm.boʊ.ˈsæ.kɹəl
lumbrical	ˈlʌm.bɹɪ.kəl
lumen	ˈlu.mən
Luminaire	ˌlu.mə.ˈnɛəɹ
Luminal	ˈlu.mənl
luminance	ˈlu.mə.nəns
luminaria	ˌlu.mə.ˈnɛə.ɹi.ə
luminaria	ˌlu.mi.ˈnɑ.ɹy.ɑ
luminary	ˈlu.mə.ˌnɛ.ɹi
luminesce	ˌlu.mə.ˈnɛs
luminescence	ˌlu.mə.ˈnɛ.səns
luminiferous	ˌlu.mə.ˈnɪ.fə.ɹəs
luminism	ˈlu.mə.ˌnɪ.zəm
luminosity	ˌlu.mə.ˈnɒ.sɪ.ti
luminous	ˈlu.mə.nəs
lummox	ˈlʌ.məks
lumpectomy	lʌm.ˈpɛk.tə.mi
lumpen	ˈlʌm.pən
lumper	ˈlʌm.pəɹ
lumpfish	ˈlʌmp.ˌfɪʃ
lump	lʌmp
lumpish	ˈlʌm.pɪʃ
lumpy	ˈlʌm.pi
lunacy	ˈlu.nə.si
Luna	ˈlu.nə
lunar	ˈlu.nəɹ
lunarian	lu.ˈnɛə.ɹi.ən
lunate	ˈlu.neɪt
lunatic	ˈlu.nə.tɪk
lunation	lu.ˈneɪ.ʃən
lunchbox	ˈlʌntʃ.ˌbɒks
luncheonette	ˌlʌnt.ʃə.ˈnɛt
luncheon	ˈlʌnt.ʃən
lunch	lʌntʃ
lunchmeat	ˈlʌntʃ.ˌmit
lunchroom	ˈlʌntʃ.ˌɹum
lunchroom	ˈlʌntʃ.ˌɹʊm
lunchtime	ˈlʌntʃ.ˌtaɪm
lune	lun
lunes	lunz
lunette	lu.ˈnɛt
lungan	ˈlʌŋ.gən
lungee	ˈlʊŋ.gi
lungee	ˈlʊnd.ʒi
lunge	lʌndʒ
lunger	ˈlʌ.ŋəɹ
lunger	ˈlʌnd.ʒəɹ
lungfish	ˈlʌŋ.ˌfɪʃ
lung	lʌŋ
lungi	ˈlʊŋ.gi
lungi	ˈlʊnd.ʒi
lungworm	ˈlʌŋ.ˌwɜɹm
lungwort	ˈlʌŋ.ˌwɜɹt
lungwort	ˈlʌŋ.ˌwɔɹt
lungyi	ˈlʊŋ.gi
lungyi	ˈlʊnd.ʒi
lunisolar	ˌlu.nɪ.ˈsoʊ.ləɹ
lunitidal	ˌlu.nɪ.ˈtaɪdl
lunker	ˈlʌŋ.kəɹ
lunkhead	ˈlʌŋk.ˌhɛd
lunt	lʌnt
lunt	lunt
Lunt	lʌnt
lunula	ˈlu.nyə.lə
lunular	ˈlu.nyə.ləɹ
lunulate	ˈlu.nyə.ˌleɪt
luny	ˈlu.ni
Luo	lu.ˈoʊ
Luo	ˈlu.oʊ
lupanar	lu.ˈpeɪ.nəɹ
lupanar	lu.ˈpɑɪ.nəɹ
Lupe	ˈlu.peɪ
lupine	ˈlu.pɪn
lupine	ˈlu.paɪn
lupulin	ˈlu.pyə.lɪn
lupus	ˈlu.pəs
Lupus	ˈlu.pəs
lurcher	ˈlɜɹt.ʃəɹ
lurch	lɜɹtʃ
lurdan	ˈlɜɹdn
lure	lʊ.əɹ
Lurex	ˈlʊ.ə.ɹɛks
lurid	ˈlʊ.ə.ɹɪd
lurk	lɜɹk
luscious	ˈlʌ.ʃəs
lusher	ˈlʌ.ʃəɹ
lush	lʌʃ
lustered	ˈlʌ.stəɹd
luster	ˈlʌ.stəɹ
lustering	ˈlʌ.stə.ɹɪŋ
lusterware	ˈlʌ.stəɹ.ˌwɛəɹ
lustful	ˈlʌst.fəl
lust	lʌst
lustihood	ˈlʌ.sti.ˌhʊd
lustral	ˈlʌ.stɹəl
lustrate	ˈlʌ.stɹeɪt
lustre	ˈlʌ.stəɹ
lustrous	ˈlʌ.stɹəs
lustrum	ˈlʌ.stɹəm
lusty	ˈlʌ.sti
lutanist	ˈlut.nɪst
luteal	ˈlu.ti.əl
lutecium	lu.ˈti.ʃi.əm
lutefisk	ˈlu.tə.ˌfɪsk
lute	lut
lutein	ˈlu.ti.ɪn
luteinize	ˈlu.ti.ə.ˌnaɪz
lutenist	ˈlut.nɪst
luteolin	ˈlu.ti.ə.lɪn
luteotropic	ˌlu.ti.ə.ˈtɹɒ.pɪk
luteotropic	ˌlu.ti.ə.ˈtɹoʊ.pɪk
luteotropin	ˌlu.ti.ə.ˈtɹoʊ.pɪn
luteous	ˈlu.ti.əs
lutestring	ˈlut.ˌstɹɪŋ
lutetium	lu.ˈti.ʃi.əm
Lutheran	ˈlu.θə.ɹən
Luther	ˈlu.θəɹ
Luther	ˈlʊ.təɹ
luthern	ˈlu.θəɹn
luthier	ˈlu.ti.əɹ
luting	ˈlu.tɪŋ
lutist	ˈlu.tɪst
Lutz	lʌts
luv	lʌv
luxate	ˈlʌk.seɪt
luxe	lʊks
luxe	lʌks
luxe	lüks
Luxembourg	ˈlʌk.səm.ˌbɜɹg
Luxembourg	lüksɑ̃.ˈbuɹ
Luxemburg	ˈlʌk.səm.ˌbɜɹg
Luxemburg	ˈlʊk.səm.ˌbʊ.əɹk
lux	lʌks
Luxor	ˈlʌk.sɔɹ
luxuriance	lʌg.ˈʒʊ.ə.ɹi.əns
luxuriance	lʌk.ˈʃʊ.ə.ɹi.əns
luxuriant	lʌg.ˈʒʊ.ə.ɹi.ənt
luxuriant	lʌk.ˈʃʊ.ə.ɹi.ənt
luxuriate	lʌg.ˈʒʊ.ə.ɹi.ˌeɪt
luxuriate	lʌk.ˈʃʊ.ə.ɹi.ˌeɪt
luxurious	lʌg.ˈʒʊ.ə.ɹi.əs
luxurious	lʌk.ˈʃʊ.ə.ɹi.əs
luxury	ˈlʌk.ʃə.ɹi
luxury	ˈlʌg.ʒə.ɹi
lwei	lweɪ
lwei	lə.ˈweɪ
lyard	ˈlaɪ.əɹd
lyase	ˈlaɪ.eɪs
lyase	ˈlaɪ.eɪz
lycanthropy	laɪ.ˈkæn.θɹə.pi
lyceum	laɪ.ˈsi.əm
lych	lɪtʃ
lychnis	ˈlɪk.nɪs
lycopene	ˈlaɪ.kə.ˌpin
lycopod	ˈlaɪ.kə.ˌpɒd
Lycra	ˈlaɪ.kɹə
lyddite	ˈlɪ.daɪt
Lydia	ˈlɪ.di.ə
lye	laɪ
lying	ˈlaɪ.ɪŋ
Lyle	laɪl
Lyman	ˈlaɪ.mən
lymphadenitis	lɪm.ˌfædn.ˈaɪ.tɪs
lymphadenitis	ˌlɪm.fədn.ˈaɪ.tɪs
lymphadenopathy	lɪm.ˌfædn.ˈɒ.pə.θi
lymphadenopathy	ˌlɪm.fədn.ˈɒ.pə.θi
lymphatic	lɪm.ˈfæ.tɪk
lymph	lɪmf
lymphoblast	ˈlɪm.fə.ˌblæst
lymphocyte	ˈlɪm.fə.ˌsaɪt
lymphocytosis	ˌlɪm.fə.saɪ.ˈtoʊ.sɪs
lymphogranuloma	ˌlɪm.fə.ˌgɹæ.nyə.ˈloʊ.mə
lymphography	lɪm.ˈfɒ.gɹə.fi
lymphoid	ˈlɪm.fɔɪd
lymphokine	ˈlɪm.fə.ˌkaɪn
lymphoma	lɪm.ˈfoʊ.mə
lymphomatosis	ˌlɪm.foʊ.mə.ˈtoʊ.sɪs
lymphosarcoma	ˌlɪm.foʊ.sɑɹ.ˈkoʊ.mə
lyncean	lɪn.ˈsi.ən
lynch	lɪntʃ
Lynch	lɪntʃ
lynchpin	ˈlɪntʃ.ˌpɪn
Lynda	ˈlɪn.də
Lyndon	ˈlɪn.dən
Lynette	lɪ.ˈnɛt
Lynn	lɪn
lynx	lɪŋks
Lyon	ˈlaɪ.ən
Lyon	ly.ɔ̃
lyonnaise	ˌlaɪ.ə.ˈneɪz
lyonnaise	li.ɔ.ˈnɛz
Lyons	ˈlaɪ.ənz
Lyons	li.ˈɔ̃
lyophilic	ˌlaɪ.ə.ˈfɪ.lɪk
lyophilize	laɪ.ˈɒ.fə.ˌlaɪz
lyophobic	ˌlaɪ.ə.ˈfoʊ.bɪk
lyophobic	ˌlaɪ.ə.ˈfɒ.bɪk
Lyra	ˈlaɪ.ɹə
lyrate	ˈlaɪ.ɹeɪt
lyrate	ˈlaɪ.ɹɪt
lyrebird	ˈlaɪ.əɹ.ˌbɜɹd
lyre	laɪ.əɹ
lyric	ˈlɪ.ɹɪk
lyricism	ˈlɪ.ɹə.ˌsɪ.zəm
lyricist	ˈlɪ.ɹə.sɪst
lyricize	ˈlɪ.ɹə.ˌsaɪz
lyriform	ˈlaɪ.ɹə.ˌfɔɹm
lyrism	ˈlɪ.ɹɪ.zəm
lyrist	ˈlaɪ.ə.ɹɪst
lyrist	ˈlɪ.ɹɪst
Lysander	laɪ.ˈsæn.dəɹ
lysate	ˈlaɪ.seɪt
lyse	laɪs
lysimeter	laɪ.ˈsɪ.mɪ.təɹ
lysine	ˈlaɪ.sin
lysine	ˈlaɪ.sɪn
lysin	ˈlaɪ.sɪn
lysis	ˈlaɪ.sɪs
lysogen	ˈlaɪ.səd.ʒən
lysogen	ˈlaɪs.ˌdʒɛn
lysogenic	ˌlaɪ.sə.ˈdʒɛ.nɪk
lysogenize	laɪ.ˈsɒd.ʒə.ˌnaɪz
lysogeny	laɪ.ˈsɒd.ʒə.ni
lysosome	ˈlaɪ.sə.ˌsoʊm
lysozyme	ˈlaɪ.sə.ˌzaɪm
lytic	ˈlɪ.tɪk
lytta	ˈlɪ.tə
ma'am	mæm
ma'am	mɑm
ma'am	məm
maar	mɑɹ
Mabel	ˈmeɪ.bəl
Mab	mæb
Mabuse	ma.ˈbüz
macabre	mə.ˈkɑ.bɹə
macabre	mə.ˈkɑb
macabre	mə.ˈkɑ.bəɹ
macaco	mə.ˈkɑ.koʊ
macaco	mə.ˈkeɪ.ʊ
macadam	mə.ˈkæ.dəm
macadamia	ˌmæ.kə.ˈdeɪ.mi.ə
macadamize	mə.ˈkæ.də.ˌmaɪz
Macao	mə.ˈkaʊ
macaque	mə.ˈkæk
macaque	mə.ˈkɑk
macarena	ˌmɑ.kə.ˈɹeɪ.nə
macarena	ˌmɑ.kə.ˈɹɛ.nə
macaronic	ˌmæ.kə.ˈɹɒ.nɪk
macaroni	ˌmæ.kə.ˈɹoʊ.ni
macaroon	ˌmæ.kə.ˈɹun
MacArthur	mək.ˈɑɹ.θəɹ
MacArthur	mə.ˈkɑɹ.θəɹ
macaw	mə.ˈkɔ
Macbeth	mək.ˈbɛθ
Macbeth	mæk.ˈbɛθ
maccaboy	ˈmæ.kə.ˌbɔɪ
macchiato	ˌmɑ.ki.ˈɑ.toʊ
macchiato	mɑk.ˈky.ɑ.tɔ
Macdonald	mək.ˈdɒ.nəld
MacDonald	mək.ˈdɒ.nəld
Macedonia	ˌmæ.sɪ.ˈdoʊ.ni.ə
Macedonia	ˌmæ.sɪ.ˈdoʊ.nyə
Macedonian	ˌmæ.sɪ.ˈdoʊ.ni.ən
mace	meɪs
Mace	meɪs
macerate	ˈmæ.sə.ˌɹeɪt
maceration	ˌmæ.sə.ˈɹeɪ.ʃən
macer	ˈmeɪ.səɹ
macfarlane	mək.ˈfɑɹ.lɪn
mache	mɑʃ
Machen	ˈmæ.kən
machete	mə.ˈʃɛ.ti
machete	mə.ˈtʃɛ.ti
mach	mɑk
Mach	mɑk
Mach	mɑx
Machiavelli	ˌmæ.ki.ə.ˈvɛ.li
Machiavelli	ˌmɑ.ky.ɑ.ˈvɛl.li
machicolation	mə.ˌtʃɪ.kə.ˈleɪ.ʃən
machinable	mə.ˈʃi.nə.bəl
machinate	ˈmæ.kə.ˌneɪt
machination	ˌmæ.kə.ˈneɪ.ʃən
machine	mə.ˈʃin
machinelike	mə.ˈʃin.ˌlaɪk
machinery	mə.ˈʃi.nə.ɹi
machinist	mə.ˈʃi.nɪst
machismo	mɑ.ˈtʃiz.moʊ
machismo	mɑ.ˈtʃɪz.moʊ
machismo	mət.ʃiz.moʊ
macho	ˈmɑt.ʃoʊ
machree	mə.ˈkɹi
machree	mə.ˈxɹi
mac	mæk
Mac	mæk
machzor	mɑx.ˈzoʊɹ
machzor	ˈmɑx.zoʊɹ
machzor	ˈmɑx.zɔɹ
machzor	ˈmɑx.zəɹ
macintosh	ˈmæ.kɪn.ˌtɒʃ
Macintosh	ˈmæ.kɪn.ˌtɒʃ
Mackay	mə.ˈkaɪ
Mackenzie	mə.ˈkɛn.zi
mackerel	ˈmæ.kə.ɹəl
mackerel	ˈmæ.kɹəl
mack	mæk
Mack	mæk
mackinaw	ˈmæ.kə.ˌnɔ
mackintosh	ˈmæ.kɪn.ˌtɒʃ
Mackintosh	ˈmæ.kɪn.ˌtɒʃ
mackle	ˈmæ.kəl
macle	ˈmæ.kəl
Macleod	mə.ˈklaʊd
Macmillan	mək.ˈmɪ.lən
MacMillan	mək.ˈmɪ.lən
Macon	ˈmeɪ.kən
Macpherson	mək.ˈfɜɹ.sən
Macready	mək.ˈɹi.di
Macready	mə.ˈkɹi.di
macrobiotic	ˌmæ.kɹoʊ.baɪ.ˈɒ.tɪk
macrocosm	ˈmæ.kɹə.ˌkɒ.zəm
macrocyclic	ˌmæ.kɹoʊ.ˈsaɪ.klɪk
macrocyclic	ˌmæ.kɹoʊ.ˈsɪ.klɪk
macrocyst	ˈmæ.kɹə.ˌsɪst
macrocyte	ˈmæ.kɹə.ˌsaɪt
macroeconomics	ˌmæ.kɹoʊ.ˌɛ.kə.ˈnɒ.mɪks
macroeconomics	ˌmæ.kɹoʊ.ˌi.kə.ˈnɒ.mɪks
macroevolution	ˌmæ.kɹoʊ.ˌɛ.və.ˈlu.ʃən
macroevolution	ˌmæ.kɹoʊ.ˌi.və.ˈlu.ʃən
macrofossil	ˌmæ.kɹə.ˈfɒ.sɪl
macrogamete	ˌmæ.kɹoʊ.ˈgæ.mit
macrogamete	ˌmæ.kɹoʊ.ˈgə.ˈmit
macro	ˈmæ.kɹoʊ
macromere	ˈmæ.kɹə.ˌmɪəɹ
macromolecule	ˌmæ.kɹə.ˈmɒ.lə.ˌkyul
macron	ˈmeɪ.kɹɒn
macron	ˈmæ.kɹɒn
macronucleus	ˌmæ.kɹoʊ.ˈnu.kli.əs
macronucleus	ˌmæ.kɹoʊ.ˈnyu.kli.əs
macronutrient	ˌmæ.kɹoʊ.ˈnu.tɹi.ənt
macronutrient	ˌmæ.kɹoʊ.ˈnyu.tɹi.ənt
macrophage	ˈmæ.kɹə.ˌfeɪdʒ
macrophyte	ˈmæ.kɹə.ˌfaɪt
macropterous	mə.ˈkɹɒp.tə.ɹəs
macroscopic	ˌmæ.kɹə.ˈskɒ.pɪk
macrostructure	ˈmæ.kɹoʊ.ˌstɹʌkt.ʃəɹ
macruran	mə.ˈkɹʊ.ə.ɹən
macrurous	mə.ˈkɹʊ.ə.ɹəs
macula	ˈmæ.kyə.lə
maculate	ˈmæ.kyə.lɪt
maculate	ˈmæ.kyə.ˌleɪt
maculation	ˌmæ.kyə.ˈleɪ.ʃən
macule	ˈmæ.kyul
macumba	mə.ˈkʊm.bə
Macy	ˈmeɪ.si
Madagascar	ˌmæ.də.ˈgæ.skəɹ
madame	mə.ˈdæm
madame	mə.ˈdɑm
madame	mæ.dæm
madame	ˈmæ.dəm
madame	ma.ˈdam
madam	ˈmæ.dəm
madcap	ˈmæd.ˌkæp
madden	ˈmædn
maddening	ˈmæd.nɪŋ
madder	ˈmæ.dəɹ
maddest	ˈmæ.dɪst
madding	ˈmæ.dɪŋ
maddish	ˈmæ.dɪʃ
made	meɪd
Madeira	mə.ˈdɪə.ɹə
Madeira	mə.ˈdɛə.ɹə
Madeira	mɑ.ˈdɛ.ɹə
madeleine	ˈmæd.lɪn
madeleine	ˌmædl.ˈeɪn
madeleine	ma.də.ˈlɛn
Madeleine	ˈmæd.lɪn
Madeleine	ˈmæ.ˌlaɪn
Madeleine	ma.də.ˈlɛn
mademoiselle	ˌmæ.də.mə.ˈzɛl
mademoiselle	ˌmædm.wə.mə.ˈzɛl
mademoiselle	mæm.ˈzɛl
mademoiselle	madm.wa.ˈzɛl
Madero	mɑ.ˈðɛ.ɹɔ
Madge	mædʒ
madhouse	ˈmæd.ˌhaʊs
mad	mæd
MAD	mæd
Madison	ˈmæ.də.sən
madly	ˈmæd.li
madman	ˈmæd.ˌmæn
madman	ˈmæd.ˌmən
madness	ˈmæd.nɪs
Madonna	mə.ˈdɒ.nə
madrasah	mə.ˈdɹæ.sə
madras	ˈmæ.dɹəs
madras	mə.ˈdɹæs
madras	mə.ˈdɹɑs
Madras	mə.ˈdɹæs
Madras	mə.ˈdɹɑs
madre	ˈmɑð.ɹɛ
madre	ˈmɑ.dɹeɪ
madrepore	ˈmæ.dɹə.ˌpɔɹ
madrepore	ˈmæ.dɹə.ˌpoʊɹ
madreporite	ˈmæ.dɹə.ˌpɔ.ɹaɪt
madreporite	ˈmæ.dɹə.ˌpoʊ.ɹaɪt
madreporite	mə.ˈdɹɛ.pə.ˌɹaɪt
Madrid	mə.ˈdɹɪd
Madrid	mɑ.ˈðɹið
madrigal	ˈmæ.dɹɪ.gəl
madrigalist	ˈmæ.dɹɪ.gə.lɪst
madrone	mə.ˈdɹoʊ.nə
madtom	ˈmæd.ˈtɒm
maduro	mə.ˈdʊ.ə.ɹoʊ
madwoman	ˈmæd.ˌwʊ.mən
madwort	ˈmæd.ˌwɜɹt
madwort	ˈmæd.ˌwɔɹt
mae	meɪ
Mae	meɪ
maelstrom	ˈmeɪl.stɹəm
maenad	ˈmi.næd
maestoso	maɪ.ˈstoʊ.soʊ
maestoso	ˌmɑ.ɛs.ˈtɔ.sɔ
maestro	ˈmaɪ.stɹoʊ
maffick	ˈmæ.fɪk
Mafia	ˈmɑ.fi.ə
Mafia	ˈmæ.fi.ə
mafic	ˈmæ.fɪk
mafioso	ˌmɑ.fi.ˈoʊ.soʊ
maftir	mɑf.ˈtiɹ
maftir	ˈmɑf.tiɹ
magazine	ˌmæ.gə.ˈzin
magazine	ˈmæ.gə.ˌzin
magazinist	ˌmæ.gə.ˈzi.nɪst
Magda	ˈmæg.də
Magda	ˈmɑg.dɑ
Magdalena	ˌmæg.də.ˈleɪ.nə
Magdalena	ˌmæg.də.ˈli.ɪ.nə
Magdalena	ˌmɑg.ðɑ.ˈlɛ.nɑ
Magdalene	ˈmæg.də.ˌlin
Magdalene	ˈmæg.də.ˌlən
Magdalene	ˌmæg.də.ˈli.ni
mage	meɪdʒ
Magellan	mə.ˈdʒɛ.lən
magenta	mə.ˈdʒɛn.tə
Magenta	mə.ˈdʒɛn.tə
Maggie	ˈmæ.gi
maggot	ˈmæ.gət
maggoty	ˈmæ.gə.ti
mag	mæg
Mag	mæg
magical	ˈmæd.ʒɪ.kəl
magic	ˈmæd.ʒɪk
magician	mə.ˈdʒɪ.ʃən
Magi	ˈmeɪd.ʒaɪ
magisterial	ˌmæd.ʒə.ˈstɪə.ɹi.əl
magisterium	ˌmæd.ʒə.ˈstɪə.ɹi.əm
magistracy	ˈmæd.ʒə.stɹə.si
magistral	ˈmæd.ʒə.stɹəl
magistrate	ˈmæd.ʒə.ˌstɹeɪt
magistrate	ˈmæd.ʒə.ˌstɹɪt
maglev	ˈmæg.ˌlɛv
magma	ˈmæg.mə
Magna	ˈmæg.nə
magnanimity	ˌmæg.nə.ˈnɪ.mɪ.ti
magnanimous	mæg.ˈnæ.nə.məs
magnate	ˈmæg.neɪt
magnate	ˈmæg.nɪt
magnesia	mæg.ˈni.ʒə
magnesia	mæg.ˈni.ʃə
Magnesia	mæg.ˈni.ʃi.ə
Magnesia	mæg.ˈni.ʒi.ə
magnesite	ˈmæg.nə.ˌsaɪt
magnesium	mæg.ˈni.zi.əm
magnesium	mæg.ˈniz.ʒəm
magnesium	mæg.ˈni.ʃi.əm
magnet	ˈmæg.nɪt
magnetic	mæg.ˈnɛ.tɪk
magnetics	mæg.ˈnɛ.tɪks
magnetism	ˈmæg.nɪ.ˌtɪ.zəm
magnetite	ˈmæg.nɪ.ˌtaɪt
magnetizable	ˌmæg.nɪ.ˈtaɪ.zə.bəl
magnetization	ˌmæg.nɪ.tə.ˈzeɪ.ʃən
magnetize	ˈmæg.nɪ.ˌtaɪz
magnetoelectric	mæg.ˌni.toʊ.ɪ.ˈlɛk.tɹɪk
magnetograph	mæg.ˈni.tə.ˌgɹæf
magnetograph	mæg.ˈni.tə.ˌgɹɑf
magneto	mæg.ˈni.toʊ
magnetometer	ˌmæg.nɪ.ˈtɒ.mɪ.təɹ
magneton	ˈmæg.nɪ.ˌtɒn
magnetopause	mæg.ˈni.tə.ˌpɔz
magnetosphere	mæg.ˈni.tə.ˌsfɪəɹ
magnetron	ˈmæg.nɪ.ˌtɹɒn
Magnificat	mæg.ˈnɪ.fɪ.ˌkæt
Magnificat	mæg.ˈnɪ.fɪ.ˌkɑt
Magnificat	mɑg.ˈnɪ.fɪ.ˌkɑt
Magnificat	mɑn.ˈy.ɪ.fɪ.ˌkɑt
magnification	ˌmæg.nə.fɪ.ˈkeɪ.ʃən
magnificence	mæg.ˈnɪ.fə.səns
magnificent	mæg.ˈnɪ.fə.sənt
magnific	mæg.ˈnɪ.fɪk
magnifico	mæg.ˈnɪ.fɪ.ˌkoʊ
magnifier	ˈmæg.nə.ˌfaɪ.əɹ
magnify	ˈmæg.nə.ˌfaɪ
magniloquent	mæg.ˈnɪ.lə.kwənt
magnitude	ˈmæg.nɪ.ˌtud
magnitude	ˈmæg.nɪ.ˌtyud
magnolia	mæg.ˈnoʊ.lyə
magnolia	mæg.ˈnoʊ.li.ə
Magnolia	mæg.ˈnoʊ.lyə
Magnolia	mæg.ˈnoʊ.li.ə
magnum	ˈmæg.nəm
magot	mæ.ˈgoʊ
magot	mɑ.goʊ
magot	ˈmæ.gət
magpie	ˈmæg.ˌpaɪ
maguey	ˈmæ.gweɪ
maguey	mə.ˈgeɪ
maguey	mɑ.ˈgeɪ
Magus	ˈmeɪ.gəs
maharajah	ˌmɑ.hə.ˈɹɑd.ʒə
maharanee	ˌmɑ.hə.ˈɹɑ.ni
maharishi	mɑ.hə.ˈɹi.ʃi
maharishi	mə.ˈhɑ.ɹə.ˈɹi.ʃi
mahatma	mə.ˈhɑt.mə
mahatma	mə.ˈhæt.mə
Mahdi	ˈmɑ.di
mahimahi	ˈmɑ.hi.ˈmɑ.hi
mah-jongg	ˈmɑ.ˈdʒɔŋ
mah-jongg	ˈmɑ.ˈdʒɒŋ
mah-jongg	ˈmɑ.ˈʒɔŋ
mah-jongg	ˈmɑ.ˈʒɒŋ
Mahler	ˈmɑ.ləɹ
mahlstick	ˈmɑl.ˌstɪk
mahlstick	ˈmɔl.ˌstɪk
mahoe	mə.ˈhoʊ
mahogany	mə.ˈhɒ.gə.ni
mahonia	mə.ˈhoʊ.ni.ə
mahout	mə.ˈhaʊt
ma	mɑ
Ma	mɑ
mahuang	ˈmɑ.ˈʍɑŋ
mahzor	mɑx.ˈzoʊɹ
mahzor	ˈmɑx.zoʊɹ
mahzor	ˈmɑx.zɔɹ
mahzor	ˈmɑx.zəɹ
Maia	ˈmeɪ.yə
Maia	ˈmaɪ.ə
maiasaur	ˈmaɪ.ə.ˌsɔɹ
maidenhair	ˈmeɪdn.ˌhɛəɹ
maidenhead	ˈmeɪdn.ˌhɛd
maidenhood	ˈmeɪdn.ˌhʊd
maiden	ˈmeɪdn
maidenly	ˈmeɪdn.li
maidhood	ˈmeɪd.ˌhʊd
maid	meɪd
maidservant	ˈmeɪd.ˌsɜɹ.vənt
maieutic	meɪ.ˈyu.tɪk
maigre	ˈmeɪ.gəɹ
maigre	ˈmɛ.gɹə
maihem	ˈmeɪ.hɛm
mailable	ˈmeɪ.lə.bəl
mailbag	ˈmeɪl.ˌbæg
mailbox	ˈmeɪl.ˌbɒks
mailed	meɪld
maile	ˈmaɪ.leɪ
maile	ˈmaɪ.li
maile	ˈmɑ.i.ˌleɪ
mailer	ˈmeɪ.ləɹ
Mailer	ˈmeɪ.ləɹ
Mailgram	ˈmeɪl.ˌgɹæm
mail	meɪl
mailing	ˈmeɪ.lɪŋ
maill	meɪl
maillot	mɑ.ˈy.oʊ
maillot	mæ.y.oʊ
mailman	ˈmeɪl.ˌmæn
mailroom	ˈmeɪl.ˌɹum
mailroom	ˈmeɪl.ˌɹʊm
maim	meɪm
Maine	meɪn
mainframe	ˈmeɪn.ˌfɹeɪm
main	meɪn
Main	meɪn
Main	maɪn
mainlander	ˈmeɪn.ˌlæn.dəɹ
mainlander	ˈmeɪn.ˌlən.dəɹ
mainland	ˈmeɪn.ˌlænd
mainland	ˈmeɪn.ˌlənd
Mainland	ˈmeɪn.ˌlænd
Mainland	ˈmeɪn.ˌlənd
mainline	ˈmeɪn.ˌlaɪn
mainline	ˈmeɪn.ˈlaɪn
mainliner	ˈmeɪn.ˌlaɪ.nəɹ
mainliner	ˈmeɪn.ˈlaɪ.nəɹ
mainly	ˈmeɪn.li
mainmast	ˈmeɪn.ˌmæst
mainmast	ˈmeɪn.ˌmɑst
mainmast	ˈmeɪn.məst
mainsail	ˈmeɪn.ˌseɪl
mainsail	ˈmeɪn.səl
mainsheet	ˈmeɪn.ˌʃit
mains	meɪnz
mainspring	ˈmeɪn.ˌspɹɪŋ
mainstay	ˈmeɪn.ˌsteɪ
mainstream	ˈmeɪn.ˌstɹim
mainstreaming	ˈmeɪn.ˌstɹi.mɪŋ
maintain	meɪn.ˈteɪn
maintenance	ˈmeɪn.tə.nəns
maintop	ˈmeɪn.ˌtɒp
maiolica	mə.ˈy.ɒ.lɪ.kə
mair	mɛəɹ
Maisie	ˈmeɪ.zi
maisonette	ˌmeɪ.zə.ˈnɛt
maist	meɪst
Maitland	ˈmeɪt.lənd
maize	meɪz
majestic	mə.ˈdʒɛ.stɪk
majesty	ˈmæd.ʒə.sti
majolica	mə.ˈdʒɒ.lɪ.kə
majolica	mə.ˈy.ɒ.lɪ.kə
Majorca	mə.ˈdʒɔɹ.kə
Majorca	mə.ˈy.ɔɹ.kə
major-domo	ˌmeɪd.ʒəɹ.ˈdoʊ.moʊ
majorette	ˌmeɪd.ʒə.ˈɹɛt
major	ˈmeɪd.ʒəɹ
Major	ˈmeɪd.ʒəɹ
majoritarian	mə.ˌdʒɔ.ɹɪ.ˈtɛə.ɹi.ən
majoritarian	mə.ˌdʒɒ.ɹɪ.ˈtɛə.ɹi.ən
majoritarianism	mə.ˌdʒɔ.ɹɪ.ˈtɛə.ɹi.ə.ˌnɪ.zəm
majoritarianism	mə.ˌdʒɒ.ɹɪ.ˈtɛə.ɹi.ə.ˌnɪ.zəm
majority	mə.ˈdʒɔ.ɹɪ.ti
majority	mə.ˈdʒɒ.ɹɪ.ti
majorly	ˈmeɪd.ʒəɹ.li
majuscule	mə.ˈdʒʌ.skyul
